C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,0.0001,0.970164016747605,0.9642427436030166,0.9760852898921932,105.81585283279419,24.406694889068604
1.0,0.0005,0.9841476570395562,0.9817030690076276,0.9865922450714846,67.9777271270752,16.106509733200074
1.0,0.001,0.9874300390003491,0.9863667823038005,0.9884932956968976,65.70501923561096,15.671181344985962
1.0,0.005,0.9845686200439483,0.9911503988194145,0.977986841268482,649.5878887176514,43.80057554244995
1.0,0.01,0.9525354185623238,0.978115267247617,0.9269555698770306,1364.2083463191987,84.32967653274537
10.0,0.0001,0.9809322277574172,0.9784742619195382,0.983390193595296,59.070148944854736,13.13874683380127
10.0,0.0005,0.9870821995122061,0.985170753052277,0.9889936459721351,51.80325803756714,11.074079847335815
10.0,0.001,0.9889078225407341,0.9879214487340452,0.989894196347423,67.39512357711791,14.491988277435302
10.0,0.005,0.9852983961314689,0.9915092504940557,0.9790875417688826,704.1809516906739,42.01457090377808
10.0,0.01,0.9535056576861696,0.9783546446946578,0.928656670677681,1386.4593208789825,75.39162254333496
100.0,0.0001,0.9815142072339474,0.9776368698467355,0.9853915446211594,50.264600896835326,10.965538835525512
100.0,0.0005,0.9867625179866207,0.9849315901011565,0.9885934458720852,58.18748188018799,13.340407037734986
100.0,0.001,0.9887784574652396,0.9875626685580441,0.9899942463724356,77.90877408981324,16.337177896499632
100.0,0.005,0.9852983961314689,0.9915092504940557,0.9790875417688826,663.5568598747253,39.24584102630615
100.0,0.01,0.9535056576861696,0.9783546446946578,0.928656670677681,1327.0247742652894,71.71558270454406
