C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,224.5830686569214,49.52267236709595
0.01,0.01,0.5,0.0,1.0,225.013333940506,53.710943603515624
0.01,0.1,0.5,0.0,1.0,224.89399242401123,51.986088514328
0.01,1.0,0.5,0.0,1.0,209.32822513580322,47.27580361366272
0.01,10.0,0.5,0.0,1.0,226.33056316375732,50.599541902542114
0.01,100.0,0.8979831956730997,0.879216775296934,0.9167496160492657,193.9897207736969,44.708751392364505
0.1,0.001,0.5,0.0,1.0,223.38939929008484,52.33571791648865
0.1,0.01,0.5,0.0,1.0,205.6447277545929,48.356749534606934
0.1,0.1,0.5,0.0,1.0,225.80610160827638,51.50124378204346
0.1,1.0,0.5,0.0,1.0,224.69485740661622,49.79840559959412
0.1,10.0,0.9017906218358984,0.8866313272721552,0.9169499163996413,195.1821876049042,45.646894454956055
0.1,100.0,0.957573588933385,0.9509685920773787,0.9641785857893913,101.61669239997863,20.30020980834961
10.0,0.001,0.5,0.0,1.0,227.01859555244445,49.45814275741577
10.0,0.01,0.5,0.0,1.0,229.52678837776185,51.219324350357056
10.0,0.1,0.9018698904002462,0.8869899644508761,0.9167498163496163,186.21959619522096,40.651236057281494
10.0,1.0,0.9562254744028135,0.9497730633163357,0.9626778854892912,100.78584623336792,19.88415722846985
10.0,10.0,0.9706887177821775,0.9669927957970239,0.974384639767331,50.17396855354309,9.250865030288697
10.0,100.0,0.9829415008904678,0.9791911072851395,0.9866918944957964,27.51503014564514,4.5169206142425535
100.0,0.001,0.5,0.0,1.0,225.84192690849304,49.2919162273407
100.0,0.01,0.9019199154127524,0.8869899644508761,0.9168498663746287,200.42196011543274,44.476201152801515
100.0,0.1,0.9560058429022404,0.9495339003652152,0.9624777854392661,100.59158787727355,19.4255211353302
100.0,1.0,0.9699908318780036,0.9657971240387008,0.974184539717306,47.55806770324707,9.201681423187257
100.0,10.0,0.9768901932510797,0.9730923447836023,0.9806880417185571,28.90169987678528,4.7999204158782955
100.0,100.0,0.9847779359353412,0.9814629765741856,0.988092895296497,21.487455224990846,3.2916465759277345
