C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,236.6164204597473,55.758570432662964
0.01,0.01,0.5,0.0,1.0,239.15989537239074,55.13004446029663
0.01,0.1,0.5,0.0,1.0,237.7542818069458,54.944785070419314
0.01,1.0,0.5,0.0,1.0,220.55217628479005,50.665569925308226
0.01,10.0,0.5,0.0,1.0,242.1866940975189,55.65164008140564
0.01,100.0,0.8925839846340768,0.8823266086479034,0.9028413606202502,207.99089818000795,47.381899166107175
0.1,0.001,0.5,0.0,1.0,238.41726202964782,56.7004629611969
0.1,0.01,0.5,0.0,1.0,218.30021114349364,50.672262239456174
0.1,0.1,0.5,0.0,1.0,239.02382826805115,56.65662517547607
0.1,1.0,0.5,0.0,1.0,240.75115790367127,56.53408045768738
0.1,10.0,0.8962544367838088,0.8880666624720798,0.9044422110955377,208.69689350128175,49.2581027507782
0.1,100.0,0.9561435555929693,0.9506100263972981,0.9616770847886406,103.14378595352173,23.13311882019043
10.0,0.001,0.5,0.0,1.0,235.45131216049194,52.90951509475708
10.0,0.01,0.5,0.0,1.0,240.84056339263915,55.46629819869995
10.0,0.1,0.8966032653250519,0.8886643196046411,0.9045422110454627,209.5210680961609,48.79939422607422
10.0,1.0,0.9553649830795065,0.949653231595535,0.9610767345634781,106.73382520675659,22.570393323898315
10.0,10.0,0.9701313771748199,0.9656778643070207,0.974584890042619,49.87678732872009,9.722746849060059
10.0,100.0,0.9819226727388155,0.978354001206897,0.9854913442707339,29.653964805603028,5.134307098388672
100.0,0.001,0.5,0.0,1.0,239.47019567489625,54.2268394947052
100.0,0.01,0.8964935031987455,0.888544845377041,0.9044421610204502,212.66135015487671,48.91688585281372
100.0,0.1,0.9553051744670663,0.9495336143706548,0.9610767345634781,100.95101704597474,21.442727851867676
100.0,1.0,0.9698019477986206,0.96531915562966,0.9742847399675814,55.15498275756836,10.287599420547485
100.0,10.0,0.9766926004492706,0.9718964585293588,0.9814887423691825,32.45166563987732,5.396341943740845
100.0,100.0,0.984088669445392,0.9809847936692245,0.9871925452215595,23.404399871826172,3.5198974132537844
