C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,256.0080687522888,61.639218711853026
0.01,0.01,0.5,0.0,1.0,253.16165027618408,59.22655673027039
0.01,0.1,0.5,0.0,1.0,255.9677376270294,59.32134671211243
0.01,1.0,0.5,0.0,1.0,242.638915681839,56.080705118179324
0.01,10.0,0.5,0.0,1.0,243.85541343688965,57.45982394218445
0.01,100.0,0.8970294273017453,0.8908171436579277,0.9032417109455629,236.07695698738098,55.03069496154785
0.1,0.001,0.5,0.0,1.0,257.2115016460419,58.40258688926697
0.1,0.01,0.5,0.0,1.0,236.56453037261963,55.778161716461184
0.1,0.1,0.5,0.0,1.0,256.11745076179506,59.23196640014648
0.1,1.0,0.5,0.0,1.0,254.89593229293823,59.75320134162903
0.1,10.0,0.8996079199390294,0.8972748293327462,0.9019410105453126,233.53574061393738,52.44052848815918
0.1,100.0,0.9560298861132649,0.9522837380633021,0.9597760341632278,122.57458305358887,28.38484044075012
10.0,0.001,0.5,0.0,1.0,256.4485540866852,58.86389594078064
10.0,0.01,0.5,0.0,1.0,256.1497402191162,58.190951347351074
10.0,0.1,0.9000154858291962,0.8985902613132298,0.9014407103451625,215.24993572235107,50.4660897731781
10.0,1.0,0.9544654682184153,0.949055002473853,0.9598759339629774,119.63237090110779,25.931725215911865
10.0,10.0,0.9696015724658114,0.9653186551391792,0.9738844897924437,61.73872585296631,10.940539693832397
10.0,100.0,0.9819129606375216,0.9782345269792969,0.9855913942957464,30.89591302871704,5.5394035339355465
100.0,0.001,0.5,0.0,1.0,251.71101598739625,58.42837553024292
100.0,0.01,0.9000752944416364,0.8987098785381102,0.9014407103451625,227.46025881767272,53.959267139434814
100.0,0.1,0.954336138892241,0.948696293796492,0.95997598398799,118.44273858070373,24.581383991241456
100.0,1.0,0.969133090950368,0.9644816920582169,0.9737844898425188,56.65419602394104,11.063657665252686
100.0,10.0,0.9764520194532093,0.9720156467623985,0.9808883921440199,33.56833443641663,5.879494571685791
100.0,100.0,0.9838800250937737,0.9802673048158624,0.9874927453716849,24.92439923286438,3.9092928886413576
