C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
1.0,1.0,0.921919450345405,0.9125808292126283,0.9312580714781816,12.019879293441772,2.2040725708007813
1.0,100.0,0.9741288908358239,0.9729729420546421,0.9752848396170057,3.693527030944824,0.7067262172698975
1.0,200.0,0.9784231142051031,0.9771586869417744,0.9796875414684318,3.391138505935669,0.6282348155975341
1.0,300.0,0.9793616455061939,0.9782350989684178,0.98048819204397,3.392088270187378,0.6515125274658203
1.0,400.0,0.9802903288064954,0.9791919652688206,0.9813886923441701,3.580798053741455,0.6927610874176026
1.0,500.0,0.9804099710689196,0.9794311997185814,0.9813887424192578,3.9502845764160157,0.7304617881774902
1.0,600.0,0.9805490839950277,0.9799095256208228,0.9811886423692326,4.44178032875061,0.8362230777740478
1.0,700.0,0.9801878967209857,0.9803878515230642,0.9799879419189074,4.949527835845947,0.9254862308502197
1.0,800.0,0.9801172332450951,0.9807467746963452,0.9794876917938449,5.411513328552246,1.004114532470703
1.0,900.0,0.9797365609816016,0.9809860806447462,0.9784870413184571,5.781476879119873,1.0335243701934815
1.0,100.0,0.9741288908358239,0.9729729420546421,0.9752848396170057,3.674408292770386,0.6881021976470947
100.0,1.0,0.964742651165359,0.963406066516615,0.9660792358141033,4.324997806549073,0.7787034511566162
100.0,100.0,0.9818122075539695,0.97883347108738,0.9847909440205589,3.0616462230682373,0.36968674659729006
100.0,200.0,0.9810224368794256,0.9783549306892183,0.9836899430696329,3.4293673515319822,0.44346418380737307
100.0,300.0,0.9810017662807127,0.9787136393665794,0.9832898931948456,3.641610097885132,0.5717745304107666
100.0,400.0,0.9805624067433829,0.9782351704670578,0.9828896430197082,4.031423187255859,0.6223834991455078
100.0,500.0,0.9810323921281748,0.9784746909113788,0.9835900933449707,4.315957641601562,0.7438209533691407
100.0,600.0,0.9811410722791886,0.979192251263381,0.9830898932949959,4.855915117263794,0.8257172584533692
100.0,700.0,0.9811300744184578,0.9796705056669823,0.9825896431699332,5.353559684753418,0.9046620845794677
100.0,800.0,0.9809787707943748,0.980268448794104,0.9816890927946457,5.918426656723023,1.0375636100769043
100.0,900.0,0.9806981271323412,0.9805076117452247,0.980888642519458,6.489647579193115,1.1172780990600586
100.0,100.0,0.9818122075539695,0.97883347108738,0.9847909440205589,3.171851396560669,0.3612081527709961
200.0,1.0,0.9662887876197777,0.9657978390251017,0.9667797362144537,4.036630916595459,0.7101850986480713
200.0,100.0,0.9803966897991531,0.9762025356277724,0.9845908439705336,3.5818367481231688,0.3729696273803711
200.0,200.0,0.9802632421074543,0.9776369413453757,0.9828895428695329,3.5179906845092774,0.4587648868560791
200.0,300.0,0.9808126640914182,0.978235384962978,0.9833899432198582,3.629226016998291,0.5406458377838135
200.0,400.0,0.9805624067433829,0.9782351704670578,0.9828896430197082,3.9391901016235353,0.6134511947631835
200.0,500.0,0.9810323921281748,0.9784746909113788,0.9835900933449707,4.275725078582764,0.7189681529998779
200.0,600.0,0.9811410722791886,0.979192251263381,0.9830898932949959,4.831543970108032,0.7987688541412353
200.0,700.0,0.9811300744184578,0.9796705056669823,0.9825896431699332,5.365517950057983,0.9234259605407715
200.0,800.0,0.9809787707943748,0.980268448794104,0.9816890927946457,5.994086456298828,1.0264507293701173
200.0,900.0,0.9806981271323412,0.9805076117452247,0.980888642519458,6.39930830001831,1.1390356063842773
200.0,100.0,0.9803966897991531,0.9762025356277724,0.9845908439705336,3.7722141265869142,0.37902259826660156
300.0,1.0,0.9670588051198706,0.9660370734748625,0.9680805367648789,3.9339770317077636,0.6906682968139648
300.0,100.0,0.979398128291917,0.9750058628884879,0.9837903936953462,3.648322582244873,0.3581837177276611
300.0,200.0,0.9800337662200835,0.9772780896707346,0.9827894427694328,3.5121973037719725,0.46074376106262205
300.0,300.0,0.9808126640914182,0.978235384962978,0.9833899432198582,3.6314155578613283,0.5472043991088867
300.0,400.0,0.9805624067433829,0.9782351704670578,0.9828896430197082,3.934159755706787,0.6338173866271972
300.0,500.0,0.9810323921281748,0.9784746909113788,0.9835900933449707,4.321190404891968,0.7344598770141602
300.0,600.0,0.9811410722791886,0.979192251263381,0.9830898932949959,4.7850203037261965,0.8049082279205322
300.0,700.0,0.9811300744184578,0.9796705056669823,0.9825896431699332,5.3734228134155275,0.9331418037414551
300.0,800.0,0.9809787707943748,0.980268448794104,0.9816890927946457,6.030164909362793,1.0207164287567139
300.0,900.0,0.9806981271323412,0.9805076117452247,0.980888642519458,6.570781183242798,1.1653201580047607
300.0,100.0,0.979398128291917,0.9750058628884879,0.9837903936953462,3.7332295417785644,0.3675044536590576
400.0,1.0,0.9686170750993917,0.967352362458066,0.9698817877407171,3.9419538021087646,0.6315874576568603
400.0,100.0,0.9787295216889047,0.9741688998075256,0.9832901435702837,3.9154072284698485,0.36644620895385743
400.0,200.0,0.9801338162450961,0.9772780896707346,0.9829895428194577,3.427323055267334,0.46324801445007324
400.0,300.0,0.9808126640914182,0.978235384962978,0.9833899432198582,3.6493794918060303,0.5546883106231689
400.0,400.0,0.9805624067433829,0.9782351704670578,0.9828896430197082,4.018372201919556,0.6262447834014893
400.0,500.0,0.9810323921281748,0.9784746909113788,0.9835900933449707,4.340063190460205,0.729185152053833
400.0,600.0,0.9811410722791886,0.979192251263381,0.9830898932949959,4.872009325027466,0.8069071769714355
400.0,700.0,0.9811300744184578,0.9796705056669823,0.9825896431699332,5.419790267944336,0.9210987091064453
400.0,800.0,0.9809787707943748,0.980268448794104,0.9816890927946457,5.981812238693237,1.0123175144195558
400.0,900.0,0.9806981271323412,0.9805076117452247,0.980888642519458,6.477663278579712,1.1072401046752929
400.0,100.0,0.9787295216889047,0.9741688998075256,0.9832901435702837,3.971623182296753,0.39588327407836915
500.0,1.0,0.9690867244145356,0.9675913109132663,0.9705821379158047,3.734220361709595,0.6177515983581543
500.0,100.0,0.9782597257624893,0.9739298083550452,0.9825896431699332,4.042292308807373,0.37197089195251465
500.0,200.0,0.9801338162450961,0.9772780896707346,0.9829895428194577,3.5265674591064453,0.4599909782409668
500.0,300.0,0.9808126640914182,0.978235384962978,0.9833899432198582,3.662513828277588,0.5584885597229003
500.0,400.0,0.9805624067433829,0.9782351704670578,0.9828896430197082,4.000633478164673,0.6493215084075927
500.0,500.0,0.9810323921281748,0.9784746909113788,0.9835900933449707,4.3031867980957035,0.7166780948638916
500.0,600.0,0.9811410722791886,0.979192251263381,0.9830898932949959,4.788498592376709,0.7912971496582031
500.0,700.0,0.9811300744184578,0.9796705056669823,0.9825896431699332,5.32983775138855,0.9192378997802735
500.0,800.0,0.9809787707943748,0.980268448794104,0.9816890927946457,5.9246070861816404,1.046334934234619
500.0,900.0,0.9806981271323412,0.9805076117452247,0.980888642519458,6.408626937866211,1.1134743213653564
500.0,100.0,0.9782597257624893,0.9739298083550452,0.9825896431699332,4.0556309700012205,0.3674417018890381
600.0,1.0,0.969716293153996,0.9679499480919873,0.9714826382160048,3.789371681213379,0.5984045505523682
600.0,100.0,0.9781887941015993,0.9742884455337659,0.9820891426694327,4.052219104766846,0.3674260139465332
