C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,130.2476465702057,29.689220809936522
0.01,0.01,0.5,0.0,1.0,129.76280479431153,29.605365133285524
0.01,0.1,0.5,0.0,1.0,116.44170665740967,25.553954076766967
0.01,1.0,0.5,0.0,1.0,132.69082617759705,29.20131754875183
0.01,10.0,0.5005381702640015,0.0010763405280031573,1.0,115.99660863876343,28.118073511123658
0.01,100.0,0.9065665978951749,0.8850768753378311,0.9280563204525187,108.36717791557312,23.050153684616088
0.1,0.001,0.5,0.0,1.0,133.462811422348,29.17128119468689
0.1,0.01,0.5,0.0,1.0,134.266508102417,29.471240234375
0.1,0.1,0.5,0.0,1.0,128.95596351623536,28.161996603012085
0.1,1.0,0.5013153604818437,0.0026307209636872706,1.0,134.89585008621216,29.256442499160766
0.1,10.0,0.910483539422833,0.8926107585433725,0.9283563203022933,96.07973380088806,20.26843571662903
0.1,100.0,0.9593137275975874,0.9514469179796201,0.9671805372155546,58.20438294410705,10.83569564819336
10.0,0.001,0.5,0.0,1.0,137.25178318023683,29.797108316421507
10.0,0.01,0.501434977706724,0.0028699554134480358,1.0,133.3093165397644,30.905460691452028
10.0,0.1,0.9114708063630015,0.8942850421984974,0.9286565705275059,96.86689701080323,19.696741342544556
10.0,1.0,0.95666806205646,0.9484569878480912,0.9648791362648289,51.111489343643186,10.037249422073364
10.0,10.0,0.9694223575104199,0.9649603754536589,0.9738843395671811,26.4333215713501,4.595031118392944
10.0,100.0,0.9846269326315861,0.9820614201917881,0.9871924450713845,12.96199564933777,2.457216262817383
100.0,0.001,0.501434977706724,0.0028699554134480358,1.0,133.6770336151123,29.50100235939026
100.0,0.01,0.9115208564130516,0.8942850421984974,0.928756670627606,102.60838623046875,22.10569825172424
100.0,0.1,0.9564984913177135,0.9482178963956105,0.9647790862398165,46.12672629356384,9.257829523086547
100.0,1.0,0.9687537044463113,0.9641232693754166,0.973384139517206,26.989958381652833,4.700453853607177
100.0,10.0,0.9770208870633134,0.9728531818324816,0.9811885922941451,16.063315200805665,2.820404577255249
100.0,100.0,0.9860936896597055,0.9840944840229138,0.9880928952964971,12.019224214553834,1.8116610050201416
