C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,37.15610938072204,7.694275999069214
0.01,0.01,0.5,0.0,1.0,36.65223560333252,7.695020437240601
0.01,0.1,0.5,0.0,1.0,36.94535117149353,7.711939191818237
0.01,1.0,0.5,0.0,1.0,37.482345485687254,7.710300064086914
0.01,10.0,0.8606593145717255,0.8503965314579716,0.8709220976854795,35.565031957626346,7.425522947311402
0.01,100.0,0.9210006750808037,0.8970345224033839,0.9449668277582234,23.155555391311644,4.844536161422729
0.1,0.001,0.5,0.0,1.0,37.17413544654846,7.808448648452758
0.1,0.01,0.5,0.0,1.0,36.86099681854248,7.678513097763061
0.1,0.1,0.5,0.0,1.0,37.131854963302615,7.676385307312012
0.1,1.0,0.862081018106468,0.850038037276531,0.8741239989364052,34.87750291824341,7.3597633838653564
0.1,10.0,0.9256488801242859,0.9092328338914994,0.9420649263570724,20.887110710144043,4.281658601760864
0.1,100.0,0.9640530614328154,0.9580244353752392,0.9700816874903918,11.583193826675416,2.3553133964538575
10.0,0.001,0.5,0.0,1.0,36.960760259628294,7.784157848358154
10.0,0.01,0.8626607084446938,0.850396817452532,0.8749245994368555,34.67056713104248,7.406118583679199
10.0,0.1,0.9249860567154192,0.9103088884249422,0.9396632250058963,20.75597562789917,4.29715404510498
10.0,1.0,0.9590730535491356,0.9515663207085803,0.9665797863896912,10.97277011871338,2.1598258018493652
10.0,10.0,0.9712049851167126,0.9690264316172706,0.9733835386161548,6.227118444442749,1.2717202186584473
10.0,100.0,0.9838750784819903,0.9826593633189097,0.9850907936450707,3.607193613052368,0.6809397220611573
100.0,0.001,0.8627107334572001,0.850396817452532,0.8750246494618681,34.85986776351929,7.2115357398986815
100.0,0.01,0.9249262838522991,0.9101893426987019,0.9396632250058963,20.6029070854187,4.222162485122681
100.0,0.1,0.9586045827454684,0.950729429126258,0.9664797363646789,11.102893543243407,2.1831243515014647
100.0,1.0,0.9665629866601458,0.9636445859799746,0.9694813873403169,6.512944984436035,1.2514126300811768
100.0,10.0,0.9793243640249395,0.9765598858309715,0.9820888422189074,4.422955131530761,0.7709194183349609
100.0,100.0,0.9845476247039269,0.9817028545117072,0.9873923948961469,4.135830116271973,0.571483850479126
