C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,55.19430131912232,11.398155784606933
0.01,0.01,0.5,0.0,1.0,55.118728685379025,11.610986804962158
0.01,0.1,0.5,0.0,1.0,55.4833101272583,11.215922307968139
0.01,1.0,0.5,0.0,1.0,55.64644947052002,11.970957899093628
0.01,10.0,0.76390209664282,0.5630259082472252,0.9647782850384152,56.39987173080444,11.93105182647705
0.01,100.0,0.9108883021052081,0.8853151803052706,0.9364614239051458,37.1108603477478,7.525948905944825
0.1,0.001,0.5,0.0,1.0,55.43959989547729,11.356911134719848
0.1,0.01,0.5,0.0,1.0,57.285836410522464,11.364869499206543
0.1,0.1,0.5,0.0,1.0,55.399782228469846,11.61215000152588
0.1,1.0,0.7787280397450311,0.6042846990050249,0.9531713804850372,55.41278128623962,11.646470403671264
0.1,10.0,0.9172470876149557,0.8976327515250659,0.9368614237048455,35.21743221282959,6.9520410060882565
0.1,100.0,0.9634052184809067,0.9568285491209956,0.9699818878408173,19.23903422355652,3.7426220417022704
10.0,0.001,0.5,0.0,1.0,54.32521629333496,12.073189544677735
10.0,0.01,0.7795251546559415,0.6060790288768707,0.9529712804350122,56.71893320083618,11.572686338424683
10.0,0.1,0.9178622516307682,0.9002638299819538,0.9354606732795828,34.46314759254456,6.930976438522339
10.0,1.0,0.9581543325953683,0.950729429126258,0.9655792360644787,18.582044219970705,3.5948317527770994
10.0,10.0,0.96906949642806,0.9661559042147019,0.9719830886414178,9.613757944107055,1.847136926651001
10.0,100.0,0.9845571223093005,0.9818218997474668,0.9872923448711344,5.594324254989624,1.023308801651001
100.0,0.001,0.7794751296434352,0.6060790288768707,0.9528712304099998,56.44031934738159,11.521281147003174
100.0,0.01,0.9178622516307682,0.9002638299819538,0.9354606732795828,34.776996803283694,6.914067363739013
100.0,0.1,0.9579444489454094,0.9506098119013776,0.9652790859894411,18.167877912521362,3.5330743312835695
100.0,1.0,0.9658858143319874,0.9620899910483702,0.9696816376156046,10.72143359184265,1.9105277061462402
100.0,10.0,0.9794940599514049,0.976798977283452,0.9821891426193577,6.547823762893676,1.1506045818328858
100.0,100.0,0.9859251043600677,0.9832571634487512,0.9885930452713845,5.673102331161499,0.8261268138885498
