C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,158.07459502220155,33.43288812637329
0.01,0.01,0.5,0.0,1.0,158.8595217704773,34.39335508346558
0.01,0.1,0.5,0.0,1.0,156.34529218673705,32.996996831893924
0.01,1.0,0.5,0.0,1.0,139.74149270057677,30.936162614822386
0.01,10.0,0.5,0.0,1.0,155.09511604309083,33.3062620639801
0.01,100.0,0.9041967010331355,0.8842394832650283,0.9241539188012424,124.37861151695252,27.6212073802948
0.1,0.001,0.5,0.0,1.0,153.33065767288207,34.812571334838864
0.1,0.01,0.5,0.0,1.0,148.98238244056702,33.571499824523926
0.1,0.1,0.5,0.0,1.0,150.05519270896912,32.25812964439392
0.1,1.0,0.5002989715635608,0.0005979431271217222,1.0,159.66780757904053,35.574310064315796
0.1,10.0,0.9086130288204748,0.8923717385895321,0.9248543190514177,121.12072243690491,27.2211923122406
0.1,100.0,0.9597128457223446,0.9520450041040218,0.9673806873406674,62.227456426620485,12.120881986618041
10.0,0.001,0.5,0.0,1.0,156.76861300468445,35.20544075965881
10.0,0.01,0.5002989715635608,0.0005979431271217222,1.0,155.96015405654907,34.92032780647278
10.0,0.1,0.9094014564325116,0.8934482936134556,0.9253546192515676,122.63431758880616,25.69474849700928
10.0,1.0,0.957767601854945,0.9490552169697732,0.9664799867401168,59.103250455856326,10.686300945281982
10.0,10.0,0.9696810519120884,0.9656778643070207,0.9736842395171561,30.426833724975587,5.288466310501098
10.0,100.0,0.9845671704802422,0.9819419459641878,0.987192394996297,19.092153453826903,2.8647632122039797
100.0,0.001,0.5002989715635608,0.0005979431271217222,1.0,157.88745250701905,34.11776766777039
100.0,0.01,0.9094014564325116,0.8934482936134556,0.9253546192515676,119.29619326591492,25.676053476333617
100.0,0.1,0.957767601854945,0.9490552169697732,0.9664799867401168,59.7259443283081,10.878559112548828
100.0,1.0,0.9687329229856466,0.9644819065541373,0.972983939417156,35.5172215461731,5.390205955505371
100.0,10.0,0.9761020802851383,0.9720162187515193,0.9801879418187573,18.952788877487183,3.0703813076019286
100.0,100.0,0.9848257719597182,0.9826591488229894,0.9869923950964472,15.02919569015503,2.0940699100494387
