C,gamma,accuracy,eukaryote accuracy,prokaryote accuracy,learning time,prediction time
0.01,0.001,0.5,0.0,1.0,75.87494330406189,16.21487627029419
0.01,0.01,0.5,0.0,1.0,76.22613053321838,15.806689262390137
0.01,0.1,0.5,0.0,1.0,74.24653520584107,16.348465538024904
0.01,1.0,0.5,0.0,1.0,69.74691605567932,15.402536106109618
0.01,10.0,0.6628555516657435,0.3279123541070249,0.9977987492244621,71.0654390335083,15.239828729629517
0.01,100.0,0.9096657331062203,0.8813692418570198,0.9379622243554209,58.05728449821472,11.464980411529542
0.1,0.001,0.5,0.0,1.0,76.96938891410828,15.870051717758178
0.1,0.01,0.5,0.0,1.0,66.47236623764039,14.717714786529541
0.1,0.1,0.5,0.0,1.0,75.45259890556335,15.761511325836182
0.1,1.0,0.678366729463548,0.3616362606783219,0.995097198248774,76.0186553955078,15.834256219863892
0.1,10.0,0.9169399722203047,0.896317820035063,0.9375621244055461,51.50210847854614,10.347055101394654
0.1,100.0,0.9621203301374688,0.9539585222089076,0.97028213806603,26.242043209075927,5.032816600799561
10.0,0.001,0.5,0.0,1.0,76.30028090476989,15.77022452354431
10.0,0.01,0.679491891455037,0.3643868848614499,0.9945968980486238,75.56642279624938,15.215049266815186
10.0,0.1,0.9166495306325697,0.8964374372599433,0.9368616240051958,48.29345574378967,9.872163867950439
10.0,1.0,0.9580263320059336,0.9497727773217755,0.9662798866900918,25.641026878356932,4.747795915603637
10.0,10.0,0.968652243474143,0.9647209980066179,0.9725834889416681,13.695012998580932,2.5463705539703367
10.0,100.0,0.9846268968822661,0.9820613486931478,0.9871924450713845,7.404292297363281,1.380786371231079
100.0,0.001,0.6796115086799174,0.3646261193112107,0.9945968980486238,75.98296475410461,16.19569444656372
100.0,0.01,0.9166495306325697,0.8964374372599433,0.9368616240051958,50.806937313079835,9.979137849807739
100.0,0.1,0.9580861406183738,0.9498923945466557,0.9662798866900918,24.201706647872925,4.717464113235474
100.0,1.0,0.9663363183413191,0.9620903485415708,0.9705822881410675,14.313705587387085,2.5875781059265135
100.0,10.0,0.9784972239072225,0.9750055053952874,0.9819889424191576,8.74940891265869,1.5474228382110595
100.0,100.0,0.9850770755337261,0.9820612056958679,0.9880929453715848,7.403599739074707,1.1143087863922119
